Number,First Level Folder,Second Level Folder,File Name,Corner Index,Liveness Passed,No Face,Gaze Passed,Iou Ratio,fas_multi,fas_gazeY,fas_cutout,fas_print,fas_screen
51,gazeFailed,20201105194104,02_na_000.jpg,na,false,false,true,0.5364583333333334,0.91553324,0.9673835,2.2383813E-9,9.841027E-15,4.5821526E-8
52,gazeFailed,20201105194104,00_tl_040.jpg,tl,false,false,true,0.5347222222222222,0.22087921,0.26418442,1.7522245E-8,2.3789684E-11,3.084116E-6
53,gazePassed,20201103195535,02_tr_000.jpg,tr,true,false,true,0.5159366096866095,0.9999877,0.28041607,4.8817714E-7,2.6802227E-17,1.9769127E-10
54,gazePassed,20201103195535,03_tr_000.jpg,tr,true,false,true,0.5008012820512819,0.9999851,0.2744008,4.997606E-7,1.6914724E-17,1.14699854E-10
55,gazePassed,20201103195535,01_na_000.jpg,na,true,false,true,0.4941461894586893,0.99969435,0.20246193,2.1921799E-6,2.4526148E-17,1.08107086E-10
56,gazePassed,20201103195535,00_br_000.jpg,br,true,false,true,0.5024706196581195,0.99981827,0.79210234,1.0731096E-7,2.7523259E-17,1.3226018E-10
57,gazePassed,20201012150638,02_tl_000.jpg,tl,true,false,true,0.464291351010101,0.97855604,0.4520398,2.3237286E-7,1.8997545E-13,0.037210748
58,gazePassed,20201012150638,00_bl_000.jpg,bl,true,false,true,0.44825487012987014,0.9999999,0.9661275,3.772103E-8,4.4837262E-14,0.034432583
59,gazePassed,20201012150638,01_na_000.jpg,na,true,false,true,0.45623647186147187,0.99999034,0.55695605,3.6352915E-7,1.0682415E-14,0.015185068
60,gazePassed,20201012150638,03_tl_000.jpg,tl,true,false,true,0.4659090909090909,0.99998224,0.4341944,2.2576843E-7,3.9656863E-13,0.0028020353
61,gazePassed,20201007155945,03_br_000.jpg,br,true,false,true,0.6041345730633801,1.0,0.8670386,2.8415388E-4,7.3598876E-14,0.0015799858
62,gazePassed,20201007155945,00_tl_000.jpg,tl,true,false,true,0.5843282350352111,1.0,0.37832657,2.5173033E-5,8.2750115E-13,6.9259247E-4
63,gazePassed,20201007155945,02_na_000.jpg,na,true,false,true,0.5958406690140844,1.0,0.8783396,5.1519637E-5,4.3389022E-14,0.0040763197
64,gazePassed,20201007155945,01_tl_000.jpg,tl,true,false,true,0.5843282350352111,1.0,0.2671039,2.6224832E-5,1.1628754E-12,0.020556627
65,gazePassed,20201001145121,02_na_000.jpg,na,true,false,true,0.445679012345679,0.9433178,0.58399594,4.0503464E-10,2.3413266E-11,1.718924E-6
66,gazePassed,20201001145121,03_bl_000.jpg,bl,true,false,true,0.444212962962963,0.97990406,0.97865963,9.22026E-11,1.2354573E-11,1.5824715E-5
67,gazePassed,20201001145121,01_tr_000.jpg,tr,true,false,true,0.445679012345679,0.862488,0.3283013,2.3511204E-9,3.565918E-11,4.9780356E-6
68,gazePassed,20201001145121,00_tr_040.jpg,tr,true,false,true,0.4427517361111111,0.9392512,0.6699223,7.695944E-11,2.8858303E-11,2.9681547E-5
69,gazePassed,20201105195609,01_br_000.jpg,br,true,false,true,0.41696204668209874,0.998461,0.9981797,6.9349153E-6,2.6333315E-16,0.002325136
70,gazePassed,20201105195609,02_na_000.jpg,na,true,false,true,0.4122178819444444,0.99840266,0.53623295,2.2682613E-4,3.0127801E-15,0.0076133916
71,gazePassed,20201105195609,03_tl_000.jpg,tl,true,false,true,0.4281322337962963,0.9953408,0.18262373,6.553022E-8,3.5381337E-15,0.16744255
72,gazePassed,20201105195609,00_br_000.jpg,br,true,false,true,0.4233277874228395,0.9996935,1.0033063,2.5250474E-5,5.819968E-16,0.0040508625
73,gazePassed,20201001150819,00_tl_000.jpg,tl,true,false,true,0.48547616065464255,1.0,0.1638444,1.7055913E-9,4.470605E-16,5.3504726E-7
74,gazePassed,20201001150819,02_na_000.jpg,na,true,false,true,0.479130135270541,1.0,0.9171995,1.4729024E-9,9.8848864E-17,1.6978E-7
75,gazePassed,20201001150819,03_bl_000.jpg,bl,true,false,true,0.4822979291917167,1.0,0.94945824,1.3001195E-9,1.6530839E-17,1.16524944E-7
76,gazePassed,20201001150819,01_tl_000.jpg,tl,true,false,true,0.49186393620574476,1.0,0.14919208,2.3339009E-9,7.467886E-16,4.6927033E-7
77,gazePassed,20201105194640,03_br_000.jpg,br,true,false,true,0.6974602167896679,1.0,0.9660478,6.6382455E-10,3.2603843E-18,8.806189E-6
78,gazePassed,20201105194640,00_tl_000.jpg,tl,true,false,true,0.7345527752152522,0.9999285,0.31083733,7.7273066E-10,1.1315583E-16,1.3630757E-4
79,gazePassed,20201105194640,02_na_000.jpg,na,true,false,true,0.7270573877613776,0.9999999,0.34821308,3.4096623E-9,4.4310937E-17,1.14386254E-4
80,gazePassed,20201105194640,01_tl_000.jpg,tl,true,false,true,0.7251883456334564,0.99997735,0.3681091,1.4717173E-9,8.307477E-17,6.336485E-4
81,gazePassed,20201105203203,00_tl_000.jpg,tl,true,false,true,0.5123419260700388,0.99315864,0.31988788,8.988881E-10,2.3090935E-11,9.7441415E-8
82,gazePassed,20201105203203,03_bl_000.jpg,bl,true,false,true,0.5253120946822308,0.997617,0.9666342,8.036768E-10,1.3945909E-12,1.8252814E-7
83,gazePassed,20201105203203,01_na_000.jpg,na,true,false,true,0.5269434987029831,0.9988532,0.9209714,1.9948324E-10,4.009252E-12,1.5318756E-7
84,gazePassed,20201105203203,02_bl_000.jpg,bl,true,false,true,0.5236806906614785,0.99692947,0.9423045,4.3816162E-10,3.5089449E-12,5.062499E-8
85,gazeFailed,20201012151205,01_na_040.jpg,na,false,false,true,0.4471450617283951,0.64717346,0.14466594,1.0348823E-9,4.200507E-7,0.15524113
86,gazeFailed,20201012151205,02_tl_000.jpg,tl,false,false,true,0.40978009259259257,0.78118724,0.22369935,2.2956025E-8,2.1116577E-6,0.05272464
87,gazeFailed,20201012151205,00_br_040.jpg,br,false,false,true,0.42682291666666666,0.53171796,0.9435142,7.5802106E-8,2.0630628E-7,0.02016682
88,gazeFailed,20201012151205,03_tl_040.jpg,tl,false,false,true,0.4196807484567901,0.6894456,0.15297185,8.6687315E-9,2.4562084E-6,0.22796918
89,gazePassed,20201005144646,02_na_000.jpg,na,true,false,true,0.5269588275547443,1.0,0.11838849,3.1273535E-7,3.5134135E-11,1.4433247E-5
90,gazePassed,20201005144646,03_bl_000.jpg,bl,true,false,true,0.514375190085158,0.9999993,0.79227805,4.780784E-7,9.743988E-13,1.4038838E-5
91,gazePassed,20201005144646,00_tl_040.jpg,tl,true,false,true,0.5854670392335765,1.0,0.3326282,1.506906E-5,1.3851483E-12,4.098981E-6
92,gazePassed,20201005144646,01_tl_000.jpg,tl,true,false,true,0.5412960006082723,0.9999989,0.117899805,4.5394535E-7,1.286366E-12,7.1990066E-6
93,gazeFailed,20201012152531,01_tl_040.jpg,tl,false,false,true,0.5625053916494133,0.9757126,0.19138691,5.909349E-10,1.5541216E-11,0.9999095
94,gazeFailed,20201012152531,00_tl_040.jpg,tl,false,false,true,0.5555609472049687,0.9573073,0.16932368,2.723885E-9,4.9961875E-11,0.9999291
95,gazeFailed,20201012152531,03_br_040.jpg,br,false,false,true,0.5299020876466527,0.18791977,1.0008929,2.778446E-9,2.866147E-12,0.99909663
96,gazeFailed,20201012152531,02_na_040.jpg,na,false,false,true,0.534986413043478,0.51084703,0.2467403,8.2872176E-10,3.3648915E-12,0.99948174
97,gazePassed,20201005144405,02_na_000.jpg,na,true,false,true,0.514375190085158,0.99943954,0.31819874,9.679767E-9,1.930668E-14,8.450046E-7
98,gazePassed,20201005144405,03_bl_000.jpg,bl,true,false,true,0.503488062652068,0.9999795,0.89110094,2.3643112E-8,4.8678743E-14,2.783503E-7
99,gazePassed,20201005144405,01_tr_000.jpg,tr,true,false,true,0.5301284975669098,0.9990038,0.12906365,2.896975E-8,1.2581364E-11,1.3120548E-6
100,gazePassed,20201005144405,00_tr_040.jpg,tr,true,false,true,0.5317157086374694,0.999997,0.47624332,1.3643996E-8,8.3753065E-12,4.7833488E-5
101,gazePassed,20201024155427,01_br_000.jpg,br,true,false,true,0.6034517045454545,0.99999213,0.7104207,1.2278124E-6,3.9292118E-11,3.035204E-4
102,gazePassed,20201024155427,02_na_000.jpg,na,true,false,true,0.5833380681818182,0.9999956,0.11140672,1.3450176E-6,7.940114E-12,0.0013021382
103,gazePassed,20201024155427,03_tr_000.jpg,tr,true,false,true,0.585,0.99986506,0.09891471,3.7977373E-4,1.7770465E-12,5.413921E-6
104,gazePassed,20201024155427,00_br_000.jpg,br,true,false,true,0.6034517045454545,0.99999964,0.6920412,6.0991823E-7,1.877902E-12,0.0030866459
105,gazeFailed,20201105194207,03_tr_040.jpg,tr,false,false,true,0.49720982142857145,0.22331956,0.2429064,2.1216389E-9,1.7099284E-11,4.6032383E-6
106,gazeFailed,20201105194207,00_br_040.jpg,br,false,false,true,0.5106928661616161,0.46439394,0.9811946,2.461501E-9,2.1471576E-15,1.1883084E-6
107,gazeFailed,20201105194207,01_br_040.jpg,br,false,false,true,0.49720982142857145,0.38152033,0.97231984,1.3670514E-8,8.239849E-15,1.5057561E-6
108,gazeFailed,20201105194207,02_na_040.jpg,na,false,false,true,0.49720982142857145,0.4419363,0.20810169,1.9796003E-9,4.2927103E-12,1.6603487E-6
109,gazePassed,20201026152453,01_br_000.jpg,br,true,false,true,0.5719844357976653,0.99999976,0.9551757,1.4214624E-8,1.3635594E-19,9.264111E-7
110,gazePassed,20201026152453,02_na_000.jpg,na,true,false,true,0.5753941715304798,0.9999846,0.36941785,5.6923195E-9,3.7037968E-19,1.051637E-6
111,gazePassed,20201026152453,03_tr_000.jpg,tr,true,false,true,0.570282101167315,0.9999697,0.2768673,8.897711E-9,3.3594157E-19,3.5018297E-6
112,gazePassed,20201026152453,00_br_000.jpg,br,true,false,true,0.5550877512970168,1.0,0.9848526,3.826646E-9,9.372027E-20,2.0128557E-7
113,gazePassed,20201104145935,03_br_000.jpg,br,true,false,true,0.7206648284313725,0.9998048,0.7441257,1.9186687E-5,8.317554E-11,1.03814755E-5
114,gazePassed,20201104145935,00_tl_000.jpg,tl,true,false,true,0.7095636106004901,0.9997514,0.16807553,1.210564E-5,2.1310226E-10,4.8536117E-7
115,gazePassed,20201104145935,01_na_000.jpg,na,true,false,true,0.7132544424019607,0.99934715,0.27660495,7.005989E-6,7.57227E-10,2.820671E-6
116,gazePassed,20201104145935,02_br_000.jpg,br,true,false,true,0.7169548483455881,0.99974734,0.723883,7.112971E-6,1.8837144E-11,2.508908E-7
117,gazePassed,20201012145041,01_bl_000.jpg,bl,true,false,true,0.5873890817901235,1.0,0.93691397,1.6037652E-9,2.846679E-17,1.190928E-6
118,gazePassed,20201012145041,02_na_000.jpg,na,true,false,true,0.5958333333333333,0.9999995,0.20720339,1.5100186E-9,4.5940066E-17,1.5946814E-6
119,gazePassed,20201012145041,00_bl_000.jpg,bl,true,false,true,0.5673659336419753,1.0,0.9376271,7.666401E-9,5.3309302E-17,1.1227376E-6
120,gazePassed,20201012145041,03_tl_000.jpg,tl,true,false,true,0.5958333333333333,0.99999976,0.1995925,4.0732473E-10,7.697183E-17,5.2149057E-6
121,gazeFailed,20201005155104,00_bl_040.jpg,bl,false,false,false,0.4515625,0.98682344,0.2788284,2.7594828E-7,1.2912407E-8,1.8024872E-4
122,gazeFailed,20201005155104,02_tl_000.jpg,tl,false,false,false,0.445679012345679,0.98966134,0.324863,8.354988E-10,1.3697885E-7,2.913481E-4
123,gazeFailed,20201005155104,01_na_000.jpg,na,false,false,false,0.4471450617283951,0.9879038,1.0211588,3.5635675E-10,1.4831279E-8,1.1112671E-5
124,gazeFailed,20201005155104,03_tl_000.jpg,tl,false,false,false,0.44861593364197533,0.9933918,0.33824158,5.556023E-10,8.015066E-7,3.3866643E-4
125,gazePassed,20201105200029,01_bl_000.jpg,bl,true,false,true,0.5839615758754862,0.99995744,0.96508074,6.125948E-9,3.0880138E-17,6.9688593E-7
126,gazePassed,20201105200029,02_na_000.jpg,na,true,false,true,0.5891344439040207,0.9999683,0.24510023,8.117358E-9,1.8275169E-16,3.0394038E-5
127,gazePassed,20201105200029,00_bl_000.jpg,bl,true,false,true,0.5771015726329441,0.9999988,0.97215235,1.6071773E-8,1.1286872E-16,7.9208337E-7
128,gazePassed,20201105200029,03_tr_000.jpg,tr,true,false,true,0.5908621108949416,0.99994886,0.10859661,3.6723018E-9,8.464225E-16,3.464816E-5
129,gazePassed,20201001132048,02_tl_000.jpg,tl,true,false,true,0.5408239700374532,0.817526,0.13847062,6.924275E-7,6.918143E-14,2.3994042E-9
130,gazePassed,20201001132048,01_na_000.jpg,na,true,false,true,0.5408239700374532,0.9151581,1.0236623,6.1792557E-6,6.436078E-15,9.720225E-10
131,gazePassed,20201001132048,03_tl_000.jpg,tl,true,false,true,0.5806706460674157,0.9022528,0.20678812,1.6554379E-6,3.7499107E-14,7.6082607E-10
132,gazePassed,20201001132048,00_br_000.jpg,br,true,false,true,0.5825140449438202,0.9174964,0.98816335,3.611804E-6,7.232493E-16,1.9162585E-9
133,gazePassed,20201001145232,03_br_000.jpg,br,true,false,true,0.4340277777777778,0.9995266,0.93902135,3.2539427E-10,4.0300137E-12,1.6800785E-5
134,gazePassed,20201001145232,00_tr_000.jpg,tr,true,false,true,0.43113908179012345,0.99899405,0.24417971,2.1558258E-10,1.1889104E-10,3.928672E-5
135,gazePassed,20201001145232,01_na_000.jpg,na,true,false,true,0.4369261188271605,0.9998055,0.91191024,2.2085457E-10,1.7155594E-12,4.296088E-5
136,gazePassed,20201001145232,02_br_000.jpg,br,true,false,true,0.4369261188271605,0.9997353,0.9730901,1.3258606E-9,3.8751905E-12,3.5914487E-5
137,gazePassed,20201001145351,03_br_000.jpg,br,true,false,true,0.4075656654518034,1.0,0.93114465,1.330475E-7,5.0102653E-14,7.743251E-5
138,gazePassed,20201001145351,00_tr_000.jpg,tr,true,false,true,0.4192203958545701,1.0,0.47404385,3.941428E-9,1.1944767E-14,9.184543E-4
139,gazePassed,20201001145351,01_na_000.jpg,na,true,false,true,0.40399828139611293,0.9999999,0.31423602,2.3005911E-7,3.7426225E-14,0.01264314
140,gazePassed,20201001145351,02_br_000.jpg,br,true,false,true,0.4185102783957869,1.0,0.9098129,7.937222E-8,3.9570405E-14,6.973785E-4
141,gazePassed,20201001145230,00_tr_000.jpg,tr,true,false,true,0.44483905947700175,1.0,0.31483895,1.6641476E-4,4.688978E-17,5.1276907E-6
142,gazePassed,20201001145230,03_bl_000.jpg,bl,true,false,true,0.45718454296556027,0.9999999,0.9098172,3.8840294E-6,7.95468E-16,5.658328E-6
143,gazePassed,20201001145230,01_na_000.jpg,na,true,false,true,0.45778934368383906,1.0,0.5211914,0.0026847739,7.35968E-17,3.5488397E-6
144,gazePassed,20201001145230,02_bl_000.jpg,bl,true,false,true,0.4540237378406783,1.0,0.94216335,3.22128E-7,4.3330404E-17,2.736267E-6
145,gazeFailed,20200930184635,01_tl_040.jpg,tl,true,false,true,0.6108100425469482,0.99868995,0.10712934,1.080334E-6,1.774161E-12,1.1355859E-7
146,gazeFailed,20200930184635,00_tl_040.jpg,tl,true,false,true,0.6074677230046946,0.99642295,0.10509266,4.6185587E-6,2.443671E-11,1.1937638E-6
147,gazeFailed,20200930184635,03_bl_040.jpg,bl,true,false,true,0.6108100425469482,0.9991972,0.75422406,5.130985E-7,4.4511107E-13,6.708333E-8
148,gazeFailed,20200930184635,02_na_040.jpg,na,true,false,true,0.6074677230046946,0.9925289,0.11638866,2.190088E-6,9.36992E-12,1.3500203E-7
149,gazePassed,20201001145350,02_tr_000.jpg,tr,true,false,true,0.445679012345679,0.99182945,0.096227854,6.803682E-10,3.8074075E-11,1.667849E-6
150,gazePassed,20201001145350,00_bl_000.jpg,bl,true,false,true,0.4427517361111111,0.99655765,0.87367415,1.63322E-10,2.275548E-13,4.1936306E-7
151,gazePassed,20201001145350,03_tr_000.jpg,tr,true,false,true,0.44861593364197533,0.984643,0.10426593,3.9506007E-10,1.9528964E-11,2.563897E-6
152,gazePassed,20201001145350,01_na_000.jpg,na,true,false,true,0.44861593364197533,0.995226,0.097185925,6.3229716E-10,2.2284662E-11,5.9078104E-7
153,gazePassed,20201026153547,03_br_000.jpg,br,true,false,true,0.6081391242937854,0.99920493,0.814148,1.7364544E-8,5.0027087E-19,3.57331E-4
154,gazePassed,20201026153547,00_tl_000.jpg,tl,true,false,true,0.5863568149717514,0.9994824,0.08351421,1.0614996E-8,1.5001794E-18,0.22865875
155,gazePassed,20201026153547,01_na_000.jpg,na,true,false,true,0.6210275423728814,0.9984877,0.80256534,2.1121425E-9,1.7203711E-18,0.005104894
156,gazePassed,20201026153547,02_br_000.jpg,br,true,false,true,0.6228813559322034,0.99799794,0.8189969,7.0294517E-9,3.1810087E-18,0.0013410596
157,gazeFailed,20201012151416,03_bl_000.jpg,bl,true,false,true,0.5047647378089511,0.99996245,0.8862987,1.2019032E-8,1.161922E-12,0.0016965694
158,gazeFailed,20201012151416,00_tl_040.jpg,tl,true,false,true,0.5700463426853707,0.9999726,0.41261458,1.1438602E-8,2.04545E-12,2.3427985E-4
159,gazeFailed,20201012151416,01_na_000.jpg,na,true,false,true,0.5614562458249832,0.9999237,0.46645176,9.640063E-7,1.6244077E-12,0.004731267
160,gazeFailed,20201012151416,02_bl_000.jpg,bl,true,false,true,0.5478456913827654,0.9999801,0.79373753,2.955685E-8,4.0711984E-13,0.0012500392
161,gazePassed,20201105194731,01_bl_000.jpg,bl,true,false,true,0.6792742927429274,0.9999993,1.0086421,2.6722857E-9,8.182414E-20,2.9322166E-6
162,gazePassed,20201105194731,02_na_000.jpg,na,true,false,true,0.6938038130381304,0.99994326,0.28364405,2.152551E-10,5.373389E-20,1.0494489E-6
163,gazePassed,20201105194731,00_bl_000.jpg,bl,true,false,true,0.6901570187576875,1.0,1.0046406,2.7683953E-9,8.3914216E-20,2.3661937E-6
164,gazePassed,20201105194731,03_tl_000.jpg,tl,true,false,true,0.7158863776137762,0.99998856,0.23460215,2.3964954E-9,5.873462E-20,5.15478E-6
165,gazePassed,20201105203456,03_br_000.jpg,br,true,false,true,0.5188067444876783,0.83759284,0.9581149,4.249506E-10,1.6054314E-15,4.880803E-6
166,gazePassed,20201105203456,02_na_000.jpg,na,true,false,true,0.5043166342412451,0.82245755,0.85514903,1.07506865E-10,2.9676784E-15,8.854594E-6
167,gazePassed,20201105203456,00_tr_000.jpg,tr,true,false,true,0.5059176394293126,0.8099381,0.096747756,4.5426754E-10,1.1808444E-14,4.1400413E-5
168,gazePassed,20201105203456,01_tr_000.jpg,tr,true,false,true,0.4995338845654993,0.8792965,0.101025194,1.4083963E-10,1.0293694E-14,3.2477506E-5
169,gazePassed,20201012215103,00_tr_000.jpg,tr,true,false,true,0.6211642034068136,0.99999917,0.08017703,2.632181E-9,1.4353821E-15,6.645168E-7
170,gazePassed,20201012215103,03_bl_000.jpg,bl,true,false,true,0.6632640280561122,0.9999702,0.8910159,3.4036501E-10,1.5321755E-16,2.3428987E-7
171,gazePassed,20201012215103,01_na_000.jpg,na,true,false,true,0.6229646793587174,0.99999976,0.07867453,9.424471E-10,1.8120089E-16,4.6645445E-7
172,gazePassed,20201012215103,02_bl_000.jpg,bl,true,false,true,0.657695599532398,0.99995804,0.9154998,4.3110945E-10,2.9083442E-17,1.6852189E-6
173,gazePassed,20201105192310,03_br_000.jpg,br,true,false,true,0.5526792019774012,0.9999707,0.8308626,9.770975E-9,5.596018E-19,3.3776885E-7
174,gazePassed,20201105192310,00_tl_000.jpg,tl,true,false,true,0.5526792019774012,0.99973875,0.13269202,3.1848357E-9,9.874136E-19,3.8525295E-7
